uid,date,n_convo,minutes_convo,n_unlocks,n_scans,n_bt_unique,devices_per_scan,sleep,stress,deadline_day,weekday,weekend,day_num,sleep_pm,sleep_cwc,stress_pm,stress_cwc,big5_num,big5_c
1,2013-03-27,12,0,4,15,14,0.9333333333333333,7,4,1,Wed,0,2,7.3125,-0.3125,2.230769230769231,1.7692307692307692,NA,NA
1,2013-03-28,38,0,3,56,11,0.19642857142857142,10,4,1,Thu,0,3,7.3125,2.6875,2.230769230769231,1.7692307692307692,NA,NA
1,2013-03-29,45,0,6,59,19,0.3220338983050847,7,1,1,Fri,0,4,7.3125,-0.3125,2.230769230769231,-1.2307692307692308,NA,NA
1,2013-03-30,24,0,6,60,4,0.06666666666666667,8,3,1,Sat,1,5,7.3125,0.6875,2.230769230769231,0.7692307692307692,NA,NA
1,2013-03-31,36,0,4,55,6,0.10909090909090909,8,1,1,Sun,1,6,7.3125,0.6875,2.230769230769231,-1.2307692307692308,NA,NA
1,2013-04-01,46,0,3,13,19,1.4615384615384615,7,2,1,Mon,0,7,7.3125,-0.3125,2.230769230769231,-0.23076923076923084,NA,NA
1,2013-04-02,35,0,1,15,6,0.4,8,NA,1,Tue,0,8,7.3125,0.6875,2.230769230769231,NA,NA,NA
1,2013-04-03,26,0,6,38,40,1.0526315789473684,6,1,1,Wed,0,9,7.3125,-1.3125,2.230769230769231,-1.2307692307692308,NA,NA
1,2013-04-04,42,0,2,25,23,0.92,8,4,1,Thu,0,10,7.3125,0.6875,2.230769230769231,1.7692307692307692,NA,NA
1,2013-04-05,41,0,8,18,8,0.4444444444444444,7,4,1,Fri,0,11,7.3125,-0.3125,2.230769230769231,1.7692307692307692,NA,NA
1,2013-04-06,33,0,5,19,16,0.8421052631578947,8,4.5,1,Sat,1,12,7.3125,0.6875,2.230769230769231,2.269230769230769,NA,NA
1,2013-04-07,32,0,2,16,4,0.25,9,1,1,Sun,1,13,7.3125,1.6875,2.230769230769231,-1.2307692307692308,NA,NA
1,2013-04-08,52,0,5,17,6,0.35294117647058826,6,NA,1,Mon,0,14,7.3125,-1.3125,2.230769230769231,NA,NA,NA
1,2013-04-09,31,0,3,0,0,NA,NA,1,1,Tue,0,15,7.3125,NA,2.230769230769231,-1.2307692307692308,NA,NA
1,2013-04-10,41,0,6,0,0,NA,6.5,1.5,1,Wed,0,16,7.3125,-0.8125,2.230769230769231,-0.7307692307692308,NA,NA
1,2013-04-11,34,0,7,0,0,NA,6,1,1,Thu,0,17,7.3125,-1.3125,2.230769230769231,-1.2307692307692308,NA,NA
1,2013-04-12,40,0,6,22,46,2.090909090909091,5,1,1,Fri,0,18,7.3125,-2.3125,2.230769230769231,-1.2307692307692308,NA,NA
1,2013-04-13,33,0,4,17,15,0.8823529411764706,9,4,1,Sat,1,19,7.3125,1.6875,2.230769230769231,1.7692307692307692,NA,NA
1,2013-04-14,29,0,4,26,5,0.19230769230769232,8,1,1,Sun,1,20,7.3125,0.6875,2.230769230769231,-1.2307692307692308,NA,NA
1,2013-04-15,44,0,4,32,10,0.3125,NA,NA,1,Mon,0,21,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-04-16,47,0,2,17,16,0.9411764705882353,NA,1,1,Tue,0,22,7.3125,NA,2.230769230769231,-1.2307692307692308,NA,NA
1,2013-04-17,57,0,5,29,39,1.3448275862068966,6,1,1,Wed,0,23,7.3125,-1.3125,2.230769230769231,-1.2307692307692308,NA,NA
1,2013-04-18,38,0,7,16,51,3.1875,8,NA,1,Thu,0,24,7.3125,0.6875,2.230769230769231,NA,NA,NA
1,2013-04-19,40,0,4,0,0,NA,7,4,1,Fri,0,25,7.3125,-0.3125,2.230769230769231,1.7692307692307692,NA,NA
1,2013-04-20,42,0,2,5,3,0.6,NA,4,1,Sat,1,26,7.3125,NA,2.230769230769231,1.7692307692307692,NA,NA
1,2013-04-21,60,0,5,46,8,0.17391304347826086,7,NA,1,Sun,1,27,7.3125,-0.3125,2.230769230769231,NA,NA,NA
1,2013-04-22,52,0,4,65,42,0.6461538461538462,7,NA,1,Mon,0,28,7.3125,-0.3125,2.230769230769231,NA,NA,NA
1,2013-04-23,24,0,6,75,21,0.28,7,NA,1,Tue,0,29,7.3125,-0.3125,2.230769230769231,NA,NA,NA
1,2013-04-24,30,0,3,40,19,0.475,NA,NA,1,Wed,0,30,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-04-25,78,0,4,64,35,0.546875,NA,NA,1,Thu,0,31,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-04-26,61,0,4,71,59,0.8309859154929577,NA,1,1,Fri,0,32,7.3125,NA,2.230769230769231,-1.2307692307692308,NA,NA
1,2013-04-27,77,0,4,85,8,0.09411764705882353,NA,NA,1,Sat,1,33,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-04-28,35,0,3,68,3,0.04411764705882353,NA,2,1,Sun,1,34,7.3125,NA,2.230769230769231,-0.23076923076923084,NA,NA
1,2013-04-29,4,0,5,61,8,0.13114754098360656,NA,3,1,Mon,0,35,7.3125,NA,2.230769230769231,0.7692307692307692,NA,NA
1,2013-04-30,0,0,3,41,5,0.12195121951219512,NA,2,1,Tue,0,36,7.3125,NA,2.230769230769231,-0.23076923076923084,NA,NA
1,2013-05-01,0,0,3,49,11,0.22448979591836735,NA,NA,1,Wed,0,37,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-02,2,0,4,21,39,1.8571428571428572,NA,NA,1,Thu,0,38,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-03,55,0,6,26,15,0.5769230769230769,NA,NA,1,Fri,0,39,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-04,33,0,2,17,4,0.23529411764705882,NA,NA,1,Sat,1,40,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-05,0,0,0,0,0,NA,NA,NA,1,Sun,1,41,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-06,0,0,0,0,0,NA,NA,NA,1,Mon,0,42,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-07,5,0,0,1,1,1,NA,1,1,Tue,0,43,7.3125,NA,2.230769230769231,-1.2307692307692308,NA,NA
1,2013-05-08,39,0,6,38,25,0.6578947368421053,NA,NA,1,Wed,0,44,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-09,62,0,1,53,21,0.39622641509433965,NA,NA,1,Thu,0,45,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-10,46,0,2,39,23,0.5897435897435898,NA,NA,1,Fri,0,46,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-11,72,0,0,35,23,0.6571428571428571,NA,NA,1,Sat,1,47,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-12,33,0,0,9,14,1.5555555555555556,NA,NA,1,Sun,1,48,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-13,47,0,2,62,7,0.11290322580645161,NA,NA,1,Mon,0,49,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-14,30,0,2,39,11,0.28205128205128205,NA,NA,1,Tue,0,50,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-15,25,0,4,45,31,0.6888888888888889,NA,NA,1,Wed,0,51,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-16,92,0,2,35,17,0.4857142857142857,NA,NA,1,Thu,0,52,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-17,46,0,3,38,8,0.21052631578947367,NA,NA,1,Fri,0,53,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-18,64,0,2,56,14,0.25,NA,NA,1,Sat,1,54,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-19,2,0,3,92,20,0.21739130434782608,NA,NA,1,Sun,1,55,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-20,0,0,2,34,9,0.2647058823529412,NA,NA,1,Mon,0,56,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-21,0,0,2,56,13,0.23214285714285715,NA,NA,1,Tue,0,57,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-22,0,0,1,26,13,0.5,NA,NA,1,Wed,0,58,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-23,0,0,5,37,15,0.40540540540540543,NA,NA,1,Thu,0,59,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-24,0,0,0,23,8,0.34782608695652173,NA,NA,1,Fri,0,60,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-25,26,0,0,27,6,0.2222222222222222,NA,NA,1,Sat,1,61,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-26,38,0,3,27,8,0.2962962962962963,NA,NA,1,Sun,1,62,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-27,30,0,3,75,48,0.64,NA,NA,1,Mon,0,63,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-28,54,0,6,180,83,0.46111111111111114,NA,NA,1,Tue,0,64,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-29,19,0,2,44,47,1.0681818181818181,NA,NA,1,Wed,0,65,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-30,0,0,0,0,0,NA,NA,NA,1,Thu,0,66,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-05-31,0,0,0,0,0,NA,NA,NA,1,Fri,0,67,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-01,0,0,0,0,0,NA,NA,NA,1,Sat,1,68,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-02,0,0,0,0,0,NA,NA,NA,1,Sun,1,69,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-03,0,0,0,0,0,NA,NA,NA,1,Mon,0,70,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-04,0,0,0,0,0,NA,NA,NA,1,Tue,0,71,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-05,0,0,0,0,0,NA,NA,NA,1,Wed,0,72,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-06,0,0,0,0,0,NA,NA,NA,1,Thu,0,73,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-07,0,0,0,0,0,NA,NA,NA,1,Fri,0,74,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-08,0,0,0,0,0,NA,NA,NA,1,Sat,1,75,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-09,0,0,0,0,0,NA,NA,NA,1,Sun,1,76,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-10,0,0,0,0,0,NA,NA,NA,1,Mon,0,77,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-11,0,0,0,0,0,NA,NA,NA,1,Tue,0,78,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-12,0,0,0,0,0,NA,NA,NA,1,Wed,0,79,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-13,0,0,0,0,0,NA,NA,NA,1,Thu,0,80,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-14,0,0,0,0,0,NA,NA,NA,1,Fri,0,81,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-15,0,0,0,0,0,NA,NA,NA,1,Sat,1,82,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-16,0,0,0,0,0,NA,NA,NA,1,Sun,1,83,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-17,0,0,0,0,0,NA,NA,NA,1,Mon,0,84,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-18,0,0,0,0,0,NA,NA,NA,1,Tue,0,85,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-19,0,0,0,0,0,NA,NA,NA,1,Wed,0,86,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-20,0,0,0,0,0,NA,NA,NA,1,Thu,0,87,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-21,0,0,0,0,0,NA,NA,NA,1,Fri,0,88,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-22,0,0,0,0,0,NA,NA,NA,1,Sat,1,89,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-23,0,0,0,0,0,NA,NA,NA,1,Sun,1,90,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-24,0,0,0,0,0,NA,NA,NA,1,Mon,0,91,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-25,0,0,0,0,0,NA,NA,NA,1,Tue,0,92,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-26,0,0,0,0,0,NA,NA,NA,1,Wed,0,93,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-27,0,0,0,0,0,NA,NA,NA,1,Thu,0,94,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-28,0,0,0,0,0,NA,NA,NA,1,Fri,0,95,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-29,0,0,0,0,0,NA,NA,NA,1,Sat,1,96,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-06-30,0,0,0,0,0,NA,NA,NA,1,Sun,1,97,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-01,0,0,0,0,0,NA,NA,NA,1,Mon,0,98,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-02,0,0,0,0,0,NA,NA,NA,1,Tue,0,99,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-03,0,0,0,0,0,NA,NA,NA,1,Wed,0,100,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-04,0,0,0,0,0,NA,NA,NA,1,Thu,0,101,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-05,0,0,0,0,0,NA,NA,NA,1,Fri,0,102,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-06,0,0,0,0,0,NA,NA,NA,1,Sat,1,103,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-07,0,0,0,0,0,NA,NA,NA,1,Sun,1,104,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-08,0,0,0,0,0,NA,NA,NA,1,Mon,0,105,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-09,0,0,0,0,0,NA,NA,NA,1,Tue,0,106,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-10,0,0,0,0,0,NA,NA,NA,1,Wed,0,107,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-11,0,0,0,0,0,NA,NA,NA,1,Thu,0,108,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-12,0,0,0,0,0,NA,NA,NA,1,Fri,0,109,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-13,0,0,0,0,0,NA,NA,NA,1,Sat,1,110,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-14,0,0,0,0,0,NA,NA,NA,1,Sun,1,111,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-15,0,0,0,0,0,NA,NA,NA,1,Mon,0,112,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-16,0,0,0,0,0,NA,NA,NA,1,Tue,0,113,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-17,0,0,0,0,0,NA,NA,NA,1,Wed,0,114,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-18,0,0,0,0,0,NA,NA,NA,1,Thu,0,115,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-19,0,0,0,0,0,NA,NA,NA,1,Fri,0,116,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-20,0,0,0,0,0,NA,NA,NA,1,Sat,1,117,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-21,0,0,0,0,0,NA,NA,NA,1,Sun,1,118,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-22,0,0,0,0,0,NA,NA,NA,1,Mon,0,119,7.3125,NA,2.230769230769231,NA,NA,NA
1,2013-07-23,0,0,0,0,0,NA,NA,NA,1,Tue,0,120,7.3125,NA,2.230769230769231,NA,NA,NA
